Carimbo de data/hora,Em qual instituição você está fazendo pós graduação?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição),De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina (Paulo Justiniano e/ou Walmes Zeviani)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?,"Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,Você teve ao menos um teste positivo para covid-19?,Você conhece alguém que já foi infectado pela covid-19?,Você faz parte do grupo de risco?,"Dentre as pessoas que você convive regularmente (mesmo em tempos de pandemia), há ao menos uma pertencente ao grupo de risco?",Você foi vacinado contra a covid-19?,Quais das medidas a seguir você considera eficazes na prevenção à covid-19?,E quais das medidas você efetivamente segue para fins de prevenção?,Como a pandemia afetou sua renda?,Como a pandemia afetou seus estudos/pesquisa?,"Caso você seja estudante de pós graduação, como a pandemia afetou seu aprendizado?",Você aprova o formato remoto de ensino?,Você sente mais dificuldades no formato remoto quando comparado ao presencial?,"Caso você seja estudante de pós graduação, você acha que a pandemia vai afetar o tempo de conclusão do seu curso?",Como você avalia as medidas tomadas pelas autoridades para evitar o colapso do sistema de saúde?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
17/03/2021 14:05:55,UFPR,CH - Humanas,Doutorado,Ciências Humanas,2014,ufpr,"Iniciação científica, Projeto de extensão",2015,2017,UFPR,1,Não,1,0,Sim,"R, SPSS, Excel ou similares",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,196,85,07/11/1992,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,5,Região metropolitana,A e B (moto e carro),Carro/moto próprio,15,0,Gato,Não toco nenhum instrumento,"Facebook, Instagram",Não,1,Caminhada,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou pouco,Estudei menos que o normal,Não afetou,Sim,Não sei dizer,Não,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",16
17/03/2021 14:07:34,UFPR,SD - Saúde,Doutorado,Ciências Humanas,2013,UFPR,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",2016,2018,UFPR,5,Não,2,10,Sim,"Statistica, SPSS",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,173,64,08/03/1993,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Região metropolitana,B (carro),Carro/moto próprio,10,0,Cachorro,Não toco nenhum instrumento,Instagram,Sim,3,"Caminhada, Pilates",Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Não afetou,Estudei menos que o normal,Afetou moderadamente,Sim,Não,Sim,,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
17/03/2021 14:08:30,UFPR,ET - Exatas,Pós-Doutorado,Ciências Exatas,2010,UTFPR,Iniciação científica,2014,2015,UFPR,5,Não,1,5,Sim,Matlab,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,183,91,21/08/1986,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,B (carro),Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,6,"Caminhada, Corrida, Ciclismo, Musculação",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Não afetou,Afetou pouco,Sim,Não,Não,,32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
17/03/2021 14:17:36,UFPR,SA - Sociais Aplicadas,Doutorado,Ciências Humanas,2016,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão",2017,2019,UFPR,0,CAPES,0,0,Sim,"R, SPSS, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,88,12/08/1989,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,A e B (moto e carro),Transporte público,25,6,Cachorro,Não toco nenhum instrumento,"Facebook, Google+, Instagram",Sim,7,"Caminhada, Corrida, Ciclismo, Musculação, FITDANCE",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei menos que o normal,Afetou muito,Sim,Sim,Não se dizer,,22,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
17/03/2021 14:23:07,UTFPR,,Mestrado Acadêmico,Ciências Exatas,2007,Unochapecó,Não participei,2019,,UTFPR,4,Não,0,7,Não,Nunca usei,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,eMAIL PPGDR,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,180,87,08/03/1984,Trabalho com carteira assinada/Vínculo Formal,Sozinho,2,Outro Estado,A e B (moto e carro),Carro/moto próprio,10,0,Gato,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,3,Musculação,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Isolamento social",Não afetou,Estudei menos que o normal,Afetou muito,Não,Sim,Sim,,19,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
17/03/2021 14:28:53,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2017,UNIR,Não participei,,,,2,Não,1,0,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,164,90,28/12/1990,Trabalho com carteira assinada/Vínculo Formal,Com os pais,2,Outro Estado,B (carro),Transporte público,30,0,"Cachorro, Gato",Teclado,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",Sim,6,"Caminhada, Corrida, Musculação",Não,Sim,Sim,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou moderadamente,Estudei menos que o normal,Não afetou,Não sei dizer,Sim,Não se dizer,,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
17/03/2021 14:29:54,UNIOESTE,ED - Educação,Doutorado,Ciências Exatas,1994,CEFET Centro Federal de Educação de Ensino Tecnológico Rio Janeiro,Projeto de extensão,2013,2015,Universidade Federal do Tocantins,4,Não,1,1,Sim,"R, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Sim,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,172,76,05/11/1963,professor,Com outros familiares,9,Outro País,B (carro),Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,"Facebook, Google+, Instagram",Sim,1,Musculação,Sim,Sim,Não,Não,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Não afetou,Estudei menos que o normal,Afetou pouco,Sim,Não,Não,,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",30
17/03/2021 14:31:35,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2023,UNC,Iniciação científica,2014,2016,UFPR,9,Não,5,6,Sim,"R, Statistica, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,185,94,05/05/1984,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,4,Outro Estado,Superior à B,Carro/moto próprio,180,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,5,"Corrida, Musculação, Pilates, Basquete",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie)","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Tratamento precoce (de qualquer espécie)",Não afetou,Estudei menos que o normal,Afetou pouco,Sim,Não,Não,,19,"A da esquerda se chama Bouba, a da direita se chama Kiki.",26
17/03/2021 14:32:29,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2015,UNESP,"Iniciação científica, Empresa Júnior",2018,2020,UNESP,3,CAPES,2,2,Sim,"R, Prism",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,180,55,22/02/1994,Bolsista em tempo integral,Sozinho,1,Outro Estado,B (carro),Carro/moto próprio,10,1,Cachorro,"Violão, Teclado, Piano","Facebook, Instagram",Sim,2,"Corrida, Ciclismo, Funcional",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou muito,Estudei mais que o normal,Afetou muito,Sim,Não,Não,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",24
17/03/2021 14:35:17,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2019,UDF,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior, Equipe de Fórmula SAE",2020,2022,UFPR,2,CAPES,0,0,Sim,"Excel ou similares, Matlab",Certamente sim,9,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,190,72,26/03/1992,Trabalho ocasional,Sozinho,1,Outro Estado,A e B (moto e carro),Carro/moto próprio,25,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",Sim,2,Caminhada,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie)","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Tratamento precoce (de qualquer espécie)",Afetou muito,Estudei menos que o normal,Afetou moderadamente,Sim,Sim,Sim,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
17/03/2021 14:36:12,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2023,Tuiuti,Não participei,2016,2018,PUC,3,Não,2,3,Sim,Minitab,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,187,80,05/10/1980,Autonomo,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,B (carro),Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",Sim,2,Musculação,Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Vacinação, Tratamento precoce (de qualquer espécie), Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Vacinação",Afetou pouco,Estudei menos que o normal,Afetou pouco,Sim,Sim,Sim,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",24
17/03/2021 14:36:26,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2023,Tuiuti,Não participei,2016,2018,PUC,3,Não,2,3,Sim,Minitab,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,187,80,05/10/1980,Autonomo,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,B (carro),Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",Sim,2,Musculação,Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Vacinação, Tratamento precoce (de qualquer espécie), Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Vacinação",Afetou pouco,Estudei menos que o normal,Afetou pouco,Sim,Sim,Sim,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",24
17/03/2021 14:36:35,UFPR,SD - Saúde,Doutorado,Ciências Humanas,2024,uniandrade,Projeto de extensão,2016,2018,unopar,2,Não,1,1,Sim,"SPSS, Excel ou similares",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,180,90,20/08/1987,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Curitiba,B (carro),Carro/moto próprio,60,1,Cachorro,Não toco nenhum instrumento,"Facebook, Google+, Instagram",Sim,6,"Corrida, Musculação",Sim,Sim,Não,Não,Não,"Uso de álcool em gel, Distanciamento entre indivíduos (1 metro ou mais)","Uso de álcool em gel, Distanciamento entre indivíduos (1 metro ou mais)",Afetou muito,Estudei menos que o normal,Afetou moderadamente,Não sei dizer,Sim,Não se dizer,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",28
17/03/2021 14:37:05,UEPG,,Mestrado Acadêmico,Ciências Exatas,2018,UEPG,"Iniciação científica, Projeto de extensão",,2021,UEPG,1,CAPES,1,13,Sim,"Statistica, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Anunciado pelo programa de pós graduação da UEPG,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,160,54,02/08/1995,Bolsista em tempo integral,Com os pais,3,Interior do Paraná,Não,A pé,20,1,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,3,"Caminhada, Corrida",Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei menos que o normal,Afetou pouco,Sim,Não,Sim,,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
17/03/2021 14:38:18,UEPG,CT - Ciências da Terra,Mestrado Acadêmico,Ciências Humanas,2019,UEPG,"Iniciação científica, Residência Pedagógica",,,,0,CNPQ,1,0,Sim,"R, Excel ou similares",Não sei ainda,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Notei o link de inscrição na plataforma SIGA,Não,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,175,60,06/03/1996,Bolsista em tempo integral,Com os pais,1,Interior do Paraná,B (carro),Bicicleta,60,4,"Cachorro, Gato, Tartaruga",Violão,"Facebook, Google+, Instagram, Linkedin, Outras",Sim,3,"Ciclismo, Futebol, Yoga e Skateboarding",Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie), Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie), Isolamento social",Não afetou,Estudei mais que o normal,Não afetou,Não,Não,Sim,,20,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
17/03/2021 14:39:22,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Biológicas,2020,Universidade do Estado do Pará (UEPA),Voluntário,,2022,,1,CAPES,1,0,Sim,Matlab,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,186,110,11/04/1996,Bolsista em tempo integral,Sozinho,1,Outro Estado,A e B (moto e carro),Transporte público,15,2,Não possuo,Violão,"Facebook, Instagram, Linkedin",Sim,3,Caminhada,Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei menos que o normal,Afetou pouco,Sim,Sim,Não se dizer,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
17/03/2021 14:40:14,UFPR,ET - Exatas,Mestrado Profissional,Ciências Exatas,2015,PUCPR,Monitoria,,,,4,Não,2,0,Sim,"R, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma outra mídia social da UFPR,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,62,25/05/1991,SERVIDOR PUBLICO,Sozinho,2,Interior do Paraná,B (carro),Carro/moto próprio,60,0,"Cachorro, Gato",Piano,"Facebook, Instagram, Linkedin",Sim,2,"Caminhada, Corrida",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Distanciamento entre indivíduos (1 metro ou mais)",Não afetou,Estudei menos que o normal,Afetou moderadamente,Não sei dizer,Sim,Não se dizer,,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",23
17/03/2021 14:43:51,UNIOESTE,,Mestrado Acadêmico,Ciências Biológicas,2018,UEMS,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,Não,2,0,Não,"R, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Unioeste,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,156,83,04/01/1974,Não estou trabalhando no momento,Com outros familiares,3,Interior do Paraná,B (carro),Carona com amigos,60,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Google+, Instagram",Não,0,Nenhuma,Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Não afetou,Afetou moderadamente,Não,Sim,Não,,19,"A da esquerda se chama Kiki, a da direita se chama Bouba.",39
17/03/2021 14:44:13,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2011,UTP,Iniciação científica,,2023,,0,Não,2,1,Não,Nunca usei,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,email da PPGMICS,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,169,72,14/09/1983,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,2,Curitiba,B (carro),Carro/moto próprio,25,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Não afetou,Afetou moderadamente,Sim,Sim,Sim,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
17/03/2021 14:46:40,UNIOESTE,,Mestrado Acadêmico,Ciências Exatas,2019,UFRA,"Iniciação científica, Monitoria",,,,0,Não,2,0,Sim,Excel ou similares,Certamente sim,9,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,164,60,14/03/1995,Trabalho com carteira assinada/Vínculo Formal,Sozinho,2,Outro Estado,Não,Transporte público,120,1,Pássaro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Outras",Sim,4,Caminhada,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou muito,Estudei menos que o normal,Afetou muito,Sim,Não,Sim,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",25
17/03/2021 14:49:10,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2012,UFPR,Não participei,2013,2015,UFPR,0,Não,1,0,Sim,"Excel ou similares, Matlab",Não sei ainda,5,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,169,66,10/04/1989,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Outro Estado,A e B (moto e carro),Carro/moto próprio,20,0,Não possuo,Não toco nenhum instrumento,Linkedin,Não,0,Nenhuma,Não,Sim,Não,Sim,Não,"Uso de máscaras, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação","Uso de máscaras, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais)",Não afetou,Estudei menos que o normal,Afetou pouco,Sim,Não,Não,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
17/03/2021 15:14:09,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2021,UEM,"Iniciação científica, Projeto de extensão",,,,0,Não,2,0,Sim,"Excel ou similares, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma outra mídia social da UFPR,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,171,80,27/11/2021,Trabalho por contrato,Sozinho,1,Interior do Paraná,B (carro),Transporte público,60,3,Não possuo,"Violão, Teclado, Bateria, Piano","Facebook, Instagram, Linkedin",Não,1,"Caminhada, Futebol",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais)",Afetou moderadamente,Estudei mais que o normal,Afetou moderadamente,Sim,Não,Não,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
17/03/2021 15:15:56,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2024,UFPR,"Iniciação científica, Projeto de extensão",2019,2021,UFPR,1,Não,1,0,Sim,"Statistica, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,194,85,02/03/1992,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,B (carro),Bicicleta,15,10,"Gato, Peixe",Violão,"Facebook, Linkedin",Sim,3,Natação,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Distanciamento entre indivíduos (1 metro ou mais), Vacinação","Uso de máscaras, Uso de álcool em gel, Distanciamento entre indivíduos (1 metro ou mais)",Afetou pouco,Não afetou,Afetou pouco,Sim,Não,Não se dizer,,21,"A da esquerda se chama Kiki, a da direita se chama Bouba.",28
